labels	text	cls
O O O O B_LOC I_LOC O	It is found in Costa Rica .	False
O O B_LOC I_LOC O O O	' '' Union County en:: ' ''	False
O B_ORG I_ORG I_ORG I_ORG I_ORG O	'' On a Night Like This ''	False
B_LOC I_LOC O B_LOC O	Middlesex County ( London )	False
O O B_ORG O O O O O O	Interview with Granta ( October 5 , 2013 )	False
O O O O O B_ORG O B_ORG I_ORG	distribution only ; produced by Lucasfilm and Lucasfilm Animation	False
B_PER I_PER I_PER I_PER I_PER I_PER	Samuel Hood , 1st Viscount Hood	False
B_ORG I_ORG I_ORG	Golden Mile Complex	False
O O O B_LOC I_LOC O O	Also included in Arkhangelsk Oblast total .	False
B_PER I_PER O B_PER I_PER O B_PER I_PER	Adam Felber , Paula Poundstone , Tom Bodett	False
O O B_PER I_PER O O	' '' Karen McCrimmon '' '	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Netherlands in the Eurovision Song Contest	False
O O B_PER I_PER O O O	**Monarch – Charles XIII ( 1809–1818 )	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	Order of Merit for the Fatherland ;	False
B_ORG I_ORG I_ORG I_ORG	Georgia Bureau of Investigation	False
B_PER I_PER I_PER I_PER I_PER I_PER O O O	Henry Cabot Lodge , Jr . – Political appointee	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	St John 's College , Oxford	False
B_LOC I_LOC I_LOC I_LOC	Williamson County , Tennessee	False
O O B_ORG I_ORG	Label en:: Hallmark Cards	False
B_PER I_PER I_PER I_PER I_PER I_PER I_PER I_PER	Ron Hunt ( footballer , born 1945 )	False
O O O O O O O O O O O O O O B_PER I_PER O O B_ORG I_ORG I_ORG I_ORG O O B_PER I_PER O O O O	In May 1966 , he was given the opportunity of recording on sessions for Elvis Presley 's album How Great Thou Art '' when Floyd Cramer was running late .	False
O O O O O O O O O O O O B_LOC O	It is now the centrepiece of visitor attraction in its home , Dundee .	False
B_ORG I_ORG I_ORG I_ORG O	Blade en:: The Series ''	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	SpongeBob SquarePants ( season 7 )	False
B_PER I_PER I_PER I_PER I_PER	Barry McGee ( TWIST )	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Bucharest Academy of Economic Studies	False
O O O O O O O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER	' '' Additional Voices en:: ' '' Hal Smith , Don Messick , Janet Waldo , Paul Frees , Doug Young	False
O O O O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O	In 2011 , he was called up to play for Malaysia national under-23 football team .	False
O O O B_PER I_PER I_PER	falsely attributed to Giovanni Battista Martini	False
B_PER I_PER O O O O O O O	Barney Frank ( D–Massachusetts ; retired in 2013 )	False
B_LOC I_LOC O O B_ORG I_ORG O	Corbicula fluminea '' ( Asian clam )	False
B_ORG O O O O O O O O O O O O O O O O	Metro '' — formerly ''Metro Today '' , an amalgamation of ''Metro '' and ''GTA Today ''	False
B_LOC I_LOC I_LOC	Counties of Romania	False
O B_LOC I_LOC O O O O	'' Depressaria artemisiae '' Nickerl , 1864	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	2008 NBA Development League Expansion Draft	False
O O B_ORG I_ORG	Obituary in Socialist Worker	False
B_LOC I_LOC I_LOC I_LOC	Menora , Western Australia	False
O O O O O O O O O O B_LOC O	He and his family took up residence at Bishopshaven in Malmesbury .	False
B_PER I_PER O B_ORG O	Kiefer Sutherland – Touch ''	False
O O B_PER I_PER I_PER I_PER O B_PER I_PER I_PER O O	*2001 , The Incredible Moses Leroy - Electric Pocket Radio - Remixing	False
B_PER I_PER O O	Thandie Newton as Beloved	False
B_PER I_PER I_PER I_PER I_PER I_PER I_PER I_PER	Robert Reimann ( United States Navy officer )	False
O O O O B_ORG I_ORG I_ORG O O O O B_ORG O O B_ORG I_ORG O	*12 June - The Republic of Ireland celebrates a win over England 1–0 at Euro 88 .	False
O O O O O O O O O O O O O B_PER I_PER O	Four songs on the album were co-written with fellow Go Go 's guitarist Charlotte Caffey .	False
B_PER O O O	Madonna ( 1 )	False
O O B_ORG O O	' '' Ducati '' '	False
O O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	He is currently an adjunct faculty member at The University of Texas at Austin .	False
O O B_LOC O O	' '' Senegal '' '	False
B_LOC I_LOC I_LOC I_LOC O	Washington , D.C . Vaşington	False
O O B_LOC I_LOC O O O O	ムモンコバネ — Paramartyria immaculatella '' Issiki , 1931	False
B_PER I_PER I_PER	Jacobus de Cessolis	False
B_ORG I_ORG I_ORG I_ORG O O O O	Wundt , W . ( 1906 ) .	False
O O O O O O O O O O O B_PER I_PER I_PER O	At the same time , he was joined on stage by Kamen Rider Double .	False
O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	'' Ed and Oucho 's Excellent Inventions ''	False
O B_LOC I_LOC I_LOC I_LOC O B_LOC	en:: Zanesville City School District , Zanesville	False
O O O O O B_ORG I_ORG O	It is located in the San‘a’ Governorate .	False
B_LOC I_LOC I_LOC I_LOC	Peppermill Village , Maryland	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Air Botswana Employees ' Union	False
B_PER I_PER O O O O B_LOC I_LOC O O	Yuan Hongdao ( 1568–1610 ) en:: Ming dynasty poet .	False
B_PER I_PER I_PER I_PER I_PER I_PER O	Frederick II , Margrave of Meissen ''	False
B_ORG I_ORG I_ORG B_ORG I_ORG	BBC Radio 4 Afternoon Play	False
B_ORG I_ORG I_ORG O O	PS Business Parks ( )	False
B_LOC O O O	Grainola – $ 18,065	False
B_ORG I_ORG O O O O	Kootenay Ice '' 'x '' '	False
B_LOC I_LOC I_LOC	2006–07 NFL playoffs	False
O O O O O O O O O B_ORG I_ORG O	Of those aged 16–74 , 30.2 % had no academic qualifications .	False
O O O O B_LOC	File en:: Coa_Hungary_Town_Zirc.svg | Zirc	False
B_ORG I_ORG I_ORG	Employers ' organization	False
B_ORG I_ORG I_ORG I_ORG	Atlético Olympic F.C .	False
O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O O B_PER I_PER O B_PER I_PER O B_PER I_PER O O O	`` Love Wo n't Let Me Wait '' performed with Deniece Williams ( Vinnie Barrett , Bobby Eli ) – en:4:16	False
B_PER I_PER I_PER I_PER I_PER I_PER	Archduchess Maria Johanna Gabriela of Austria	False
O O B_LOC O O O O	*Venue en:: Singapore 4–5 November 2011 .	False
O O B_ORG I_ORG	2008-2009 en:: KS Elbasani	False
O B_ORG I_ORG B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	'' I Think I 'm in Love with You ''	False
O B_PER I_PER O O O O	'' Manny Delcarmen '' ( 2005 )	False
B_LOC I_LOC I_LOC I_LOC	Bois de Sioux River	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Hall Road Rangers F.C .	False
O O O O O O O O B_LOC O O	Events from the year ' '' 1805 in Austria '' '	False
B_PER I_PER O O O	Bob Boozer ( 28 )	False
B_PER I_PER I_PER O O O	Jean-Théodore of Bavaria ( 1744–1763 )	False
B_LOC I_LOC I_LOC I_LOC	Kowalewko , Ciechanów County	False
B_LOC I_LOC I_LOC	Centre Party Youth	False
O O O O O O B_LOC I_LOC O O O O O	A player auction was held in Milton Keynes on 2 June 2014 .	False
B_PER I_PER O O O	Kawhi Leonard ( 24 )	False
B_ORG I_ORG I_ORG I_ORG O	Story of a Heart ''	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Lake Township , Mercer County , Pennsylvania	False
B_ORG I_ORG I_ORG I_ORG I_ORG O B_PER I_PER O O O	Philharmonic-Symphony Orchestra of New York , Dimitri Mitropoulos , conductor .	False
O O O B_PER I_PER	Head Coach en:: Maurits Hendriks	False
O O O O B_ORG I_ORG I_ORG O O O O O B_ORG O O O O B_ORG B_PER I_PER O	He returned to the House of Commons in 1895 as member for Walsall , defeating the sitting Liberal Arthur Hayter .	False
B_PER I_PER O O O O	Pete Dye ( Lifetime Achievement )	False
B_PER I_PER O B_LOC O	Jean-Fidèle Diramba ( Gabon )	False
B_LOC I_LOC I_LOC I_LOC	Western Saharan spiny mouse	False
O O O B_PER I_PER O O O B_PER I_PER O	His grandfather , Teiji Takagi , studied under David Hilbert .	False
O O B_LOC I_LOC O	*6089 - Agdistis americana ''	False
B_LOC I_LOC I_LOC O O O O	Great spotted cuckoo , ''Clamator glandarius ''	False
O O O O O O B_ORG I_ORG O O O O O	His main job is working at Daimler AG , where he lectures .	False
O B_ORG I_ORG I_ORG I_ORG O O B_ORG I_ORG I_ORG O O O O O O O O O O O O	The Committee on International Relations at the University of Chicago was the first to offer a graduate degree , in 1928 .	False
O B_ORG I_ORG O	'' Hard Candy ''	False
B_LOC I_LOC I_LOC	Myrtia , Elis	False
O O O O B_LOC I_LOC O O O O O O O B_LOC O B_LOC O B_LOC O B_ORG O B_LOC O B_LOC O B_LOC O B_LOC O B_LOC O B_LOC O B_LOC O B_LOC I_LOC O B_LOC I_LOC O B_LOC I_LOC O B_LOC I_LOC O B_LOC O B_LOC O B_LOC I_LOC O B_LOC O B_LOC O B_LOC I_LOC O	It is found in North America , where it has been recorded from Alabama , Arkansas , Florida , Georgia , Illinois , Indiana , Kentucky , Louisiana , Maryland , Massachusetts , Mississippi , New Hampshire , New Jersey , New York , North Carolina , Ohio , Oklahoma , South Carolina , Tennessee , Virginia and West Virginia .	False
O O B_LOC O O	' '' Haiti '' '	False
O O B_ORG I_ORG O O	' '' FK Teplice '' '	False
B_ORG I_ORG I_ORG O O O O O B_ORG I_ORG I_ORG I_ORG O	Lambda Kappa Sigma , founded in 1913 at Massachusetts College of Pharmacy .	False
B_ORG I_ORG I_ORG	Howard–Payne Junior College	False
O O B_PER I_PER I_PER O O O	*2 en:: James H. Berry ( D )	False
O O O B_ORG I_ORG O O O O B_PER I_PER	'' ' '' Room 222 '' ' '' - Jerry Goldsmith	False
O O O B_PER I_PER	*Mrs Decent – Mary Brough	False
O O B_PER I_PER O O O O	' '' Zhang Wuji '' ' ( )	False
O O O O O B_LOC O	It is found only in Madagascar .	False
O B_ORG O O O B_ORG I_ORG	'' Firme '' – 1995 Epitaph Records	False
B_LOC I_LOC I_LOC O B_LOC I_LOC I_LOC I_LOC	Marietta , Ohio and Williamstown , West Virginia	False
O B_LOC I_LOC O O O O	'' Utricularia uniflora '' R.Br. , 1810	False
B_PER I_PER I_PER I_PER	P. D. Gordon Pugh	False
O O B_PER B_PER I_PER O O O O O	' '' V. V. Giri '' ' ( 1894–1980 )	False
B_LOC I_LOC O B_LOC I_LOC	Hawthorn Group / Coosawhatchie Formation	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Umphang Thee Lor Sue Waterfall	False
B_ORG I_ORG I_ORG I_ORG I_ORG	List of SSSIs in Dorset	False
O O O O O O O O O B_LOC I_LOC I_LOC O	As a result , they were willing to make subprime mortgage loans .	False
O O O B_PER I_PER O B_PER I_PER O O O O O O O O O	His opponents were Tommy Dreamer and Jamie Noble , with both contests ending in a loss .	False
B_PER I_PER I_PER	Shlomo Zalman Schneersohn	False
B_PER I_PER I_PER O O B_PER I_PER I_PER I_PER I_PER I_PER I_PER O O O O O O O	Lady Anne Somerset , married Thomas Percy , 7th Earl of Northumberland ( 1536 - 1591 / 1596 )	False
O O B_PER I_PER O O	' '' Şahin Aygüneş '' '	False
B_LOC I_LOC I_LOC O B_LOC	Harare Sports Club , Harare	False
B_LOC I_LOC I_LOC I_LOC	Goldfield 's bull frog	False
B_PER I_PER O B_ORG	Moisés Arias as Bonzo	False
O O O B_LOC O B_LOC O B_LOC O O B_LOC O	They resided in Idaho , Nevada , California , and Utah .	False
O O O O O B_PER I_PER O B_PER I_PER	*12 / 03 / 77 Iggy Pop and David Bowie	False
O B_ORG I_ORG I_ORG O	`` Addicted To You ''	False
B_PER I_PER I_PER I_PER I_PER	St. John Emile Clavering Hankin	False
B_PER I_PER I_PER I_PER I_PER I_PER	Charles S. Sanford , Jr .	False
B_LOC I_LOC I_LOC	Porthole tree frog	False
O O O O O B_ORG I_ORG O O B_LOC O O B_LOC I_LOC I_LOC I_LOC O	The first effort was a short film shot at Akwesasne '' near Massena , New York .	False
O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O O O	'' Solar Quest ( video game ) '' ( 1981 )	False
B_PER I_PER O O B_ORG I_ORG I_ORG O O O B_ORG I_ORG O B_ORG I_ORG I_ORG	Kelly Gregg , former Oklahoma Sooners football player and the Baltimore Ravens and Kansas City Chiefs	False
B_PER I_PER I_PER I_PER I_PER I_PER I_PER I_PER	Thank Your Lucky Stars ( TV series )	False
B_LOC I_LOC I_LOC I_LOC	King ( crater )	False
B_PER I_PER O O O O O	Ärmelband Kreta ( 20 May 1943 )	False
B_LOC I_LOC I_LOC	Lago di Bientina	False
B_LOC I_LOC I_LOC I_LOC	The arts and politics	False
B_PER I_PER O O O O O B_PER I_PER	Sarah Strohmeyer , novelist , creator of Bubbles Yablonsky	False
O B_PER I_PER I_PER O O O	2-1 David Di Michele ( 12 )	False
O O O B_PER I_PER O O	en:: ' '' Robert Charlebois '' '	False
O O B_PER I_PER O O O O O B_PER I_PER O O O B_PER I_PER O B_PER I_PER O O O O	' '' Pat Cash '' ' / ' '' Mark Kratzmann '' ' defeated Pieter Aldrich / Danie Visser , 6–4 , 7–5	False
B_ORG I_ORG I_ORG	Declaration of war	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Union Monument , Târgu Lăpuș	False
O O B_PER I_PER O O O O O	' '' Pyotr Valuyev '' ' ( 1815–1890 )	False
O O B_PER I_PER O B_ORG I_ORG I_ORG O O O O	*2001 en:: Ornette Coleman - Of Human Feelings '' ( 1979 )	False
O O O O O O O O O B_ORG I_ORG	en:from:1850 en:till:1945 shift en:: ( -100,4 ) text en:: Modern Age	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Presidency of George H. W. Bush	False
B_PER I_PER O O O	Marquise Goodwin ' '' '	False
B_PER I_PER O O O O O	Mark Woodforde '' ( Second Round )	False
O B_PER O B_PER I_PER	*The Doctor — Paul McGann	False
B_PER I_PER I_PER I_PER I_PER	Libyan detainees at Guantanamo Bay	False
O O O O O B_LOC I_LOC O	The species is found in New Zealand .	False
O O B_LOC I_LOC O B_LOC O	Mangalpur of Jajpur district , Odisha .	False
B_ORG I_ORG I_ORG I_ORG	Florida Institute of Oceanography	False
B_PER I_PER I_PER O O O	Samuel W. Peel ( D )	False
O O O O B_LOC O B_ORG I_ORG O B_LOC O B_LOC	3 groups from each Ireland , The Netherlands , Romania and Sweden	False
B_ORG I_ORG I_ORG	Westminster John Knox	False
B_PER I_PER O O O	Nate Robinson ( 7 )	False
B_ORG I_ORG I_ORG I_ORG I_ORG O	The Complete Master Works 2 ''	False
B_LOC I_LOC I_LOC	2013–14 North Superleague	False
B_PER I_PER I_PER	George Darby Haviland	False
O O O B_ORG O B_ORG	*Joan Collaso – Choir / Chorus	False
B_PER I_PER I_PER	C. E. Webber	False
B_PER I_PER I_PER I_PER I_PER	Fernando Lopes ( filmmaker )	False
O O O B_ORG O O O B_ORG I_ORG I_ORG I_ORG O B_ORG O O O B_ORG I_ORG I_ORG O	He was also Rektor '' of the Hochschule für Musik Köln and Intendant '' of the Deutsche Oper Berlin .	False
B_ORG I_ORG I_ORG I_ORG O B_PER I_PER	Strangers in the Night by Frank Sinatra	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Tarnówko , Greater Poland Voivodeship	False
B_LOC I_LOC I_LOC I_LOC I_LOC O B_LOC I_LOC	Atlantic City , New Jersey , United States	False
B_LOC I_LOC I_LOC	Montello , Wisconsin	False
B_ORG I_ORG I_ORG I_ORG	Beetham Tower , Manchester	False
O O B_PER I_PER O O O O O	' '' Marián Vajda '' ' 6–1 , 6–3	False
B_ORG I_ORG I_ORG I_ORG I_ORG	International Society for Extracellular Vesicles	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	`` Solid Rock '' ( Desperation Band song )	False
B_PER I_PER O O O	Alexej Pludek ( 1923–2002 )	False
B_LOC I_LOC I_LOC I_LOC O B_LOC I_LOC	Paoay Lake National Park - Ilocos Norte	False
O O O O B_ORG I_ORG O	It is headquartered in Washington DC .	False
B_LOC I_LOC I_LOC	Vank , Karabakh	False
B_LOC O O O O	Delhi ( 397 km )	False
O B_LOC I_LOC O O O O O	*** Lake Kankakee ; 13,600 – 13,200 YBP	False
B_LOC I_LOC O O O O O B_LOC I_LOC	Black-throated laughingthrush , unsuccessfully introduced to the Hawaiian Islands	False
O B_ORG I_ORG I_ORG O B_LOC O O O O B_PER I_PER O O	** John Wood Lewis ( Georgia ) , 1862–1863 ( Robert Toombs declined )	False
B_PER I_PER I_PER O O O O	Long , George ( 1842–44 ) .	False
B_LOC O O O	Mustafakemalpaşa , since 2011	False
B_ORG I_ORG I_ORG	University of Arkansas	False
B_ORG I_ORG O B_ORG I_ORG	Samantha Faiers , Harry Derbidge	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Tompkins Township , Warren County , Illinois	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Australia women 's national basketball team	False
O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O O O	2007 en:: CineMAA Award for Best Music Director – ''Happy Days ''	False
O O O O O O B_PER I_PER O O O O	The 5-4 opinion was written by Justice O'Connor , who stated that	False
O O O B_PER I_PER O O	' '' With Frank Butler '' '	False
O O O O O B_ORG I_ORG I_ORG O O B_ORG I_ORG I_ORG O O O O O O B_ORG I_ORG O O B_ORG I_ORG I_ORG O O O O O O	He current plays for the Columbus Blue Jackets of the National Hockey League after being called up from the Syracuse Crunch of the American Hockey League on January 3 , 2009 .	False
O B_ORG I_ORG I_ORG O O B_PER	`` Conquest Of Paradise '' - Vangelis	False
B_LOC I_LOC I_LOC I_LOC I_LOC	Ahmedabad District ( India )	False
B_PER I_PER O O O O B_ORG O	Dave Bickler , lead singer of Survivor ''	False
O O O O O O O O O O O O O B_PER I_PER O O O O O	`` ' '' Not Alone '' ' '' is the second single from Bernard Butler released in March 1998 .	False
B_PER I_PER O O O O O	Crunchy Black ( 1995–2006 , 2013-present )	False
B_PER I_PER O O O	Émile Paladilhe ( 1844–1926 )	False
B_PER I_PER I_PER I_PER I_PER	Roy Jones , Jr .	False
B_PER I_PER I_PER I_PER I_PER I_PER	William Cecil , 1st Baron Burghley	False
O O O O O O B_PER I_PER O B_ORG I_ORG O	She bore him two sons en:: John I and Henry X .	False
B_ORG I_ORG I_ORG O B_LOC	Estádio das Antas , Porto	False
O O O O O B_PER I_PER O	He was defended by and Arnaud Montebourg .	False
O O O B_LOC I_LOC O O O O B_LOC I_LOC I_LOC O O O O O	Returning to the East Coast , she decommissioned at Norfolk , Virginia , 19 April 1946 .	False
O B_ORG I_ORG I_ORG I_ORG O O O O	'' Beauty & The Beast '' ( 2015 )	False
O O B_ORG O O O	' '' Udinese 0–0 '' '	False
B_ORG I_ORG I_ORG	The SM Store	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Alpine skiing at the 2014 Winter Olympics	False
B_LOC I_LOC I_LOC I_LOC	Racine Unified School District	False
B_PER I_PER O O O	George Pachymeres ( 1242–1310 )	False
B_LOC I_LOC I_LOC	Villeneuve , Fribourg	False
B_PER I_PER I_PER I_PER	Murder of Nurin Jazlin	False
O O O O O O O B_ORG	The [[Bell 47 is displayed at the MOMA	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC O O O	United Kingdom of Great Britain and Ireland ( 1801–1922 )	False
O O B_PER I_PER O O O O	' '' Radu Albot '' '7–5 , 6–4	False
O O O O O O O B_ORG I_ORG O O O	In his first match he easily defeated Andrey Rublev 6-1 6-3 .	False
B_PER I_PER B_ORG I_ORG I_ORG I_ORG O	Gallen Lofor The Patriot Yue Fei ''	False
B_PER I_PER I_PER I_PER I_PER I_PER I_PER I_PER	James Blackwood , 2nd Baron Dufferin and Claneboye	False
B_LOC I_LOC I_LOC	Servia , Greece	False
O O O B_ORG O O B_LOC O O O O O O O O O O O	He served as Governor-General of the Philippines from April 4 , 1871 to January 8 , 1873 .	False
O O B_PER O O	' '' Beyoncé '' '	False
B_LOC I_LOC I_LOC	Hrastovec , Zavrč	False
B_PER I_PER O O O	Thomas Culpeper ( 1541 )	False
B_PER I_PER O O O O	Daniel Buren , 1985 , 1988	False
B_LOC I_LOC I_LOC I_LOC	Castrillo Mota de Judíos	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Member states of the Commonwealth of Nations	False
B_LOC I_LOC I_LOC	Dănești , Gorj	False
B_PER I_PER I_PER I_PER I_PER I_PER	Charles E. Brown ( photographer )	False
B_PER I_PER I_PER I_PER I_PER I_PER I_PER	John Paterson ( archbishop of Glasgow )	False
B_ORG I_ORG I_ORG I_ORG I_ORG O	Mama Mirabelle 's Home Movies ''	False
O B_LOC I_LOC O O O O	'' Zelleria mystarcha '' Meyrick , 1893	False
O O O O O B_PER I_PER O	He was the son of Duwa Temür .	False
B_PER I_PER I_PER	Antón de Luna	False
B_PER I_PER O O O O O	Black Cat '' 62 ( 1958 )	False
B_LOC I_LOC I_LOC	Valen , Bindal	False
O O B_LOC I_LOC I_LOC O O O B_ORG I_ORG O O O	' '' Principality of Abkhazia '' ' – Kelesh Begi ( 1747–1806 )	False
O B_PER I_PER I_PER I_PER O	Married Charles II of Naples .	False
B_PER I_PER I_PER I_PER I_PER	John McClintock ( 1770–1855 )	False
O O O O B_LOC O	He was born in Florence .	False
B_LOC I_LOC I_LOC I_LOC	San Juan de Oriente	False
B_ORG I_ORG O O O O O B_LOC I_LOC O	Mount Albert-Ponsonby '' 'C '' ' ( Mount Albert )	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Mitsubishi Fuso Truck and Bus Corporation	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC	Columbia Township , Bradford County , Pennsylvania	False
O O O O O O O O O B_LOC I_LOC I_LOC O	In 1988 he was the inaugural curator of the Liverpool Bicentennial Museum .	False
O O O O O O O B_LOC O	'' 'Stingrays and allies '' ' ( Myliobatiformes )	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O B_ORG I_ORG I_ORG I_ORG I_ORG O B_ORG I_ORG O B_ORG I_ORG I_ORG	Vienna University of Economics and Business Administration , Chinese University of Hong Kong , Harvard University , Michigan State University	False
O O O O B_LOC O	He was born in Uitenhage .	False
O O O O B_LOC O	It almost entirely surrounds Jeonju .	False
B_PER I_PER O O O O O O B_LOC O B_LOC I_LOC I_LOC O O O O O O	Muharem Serbezovski is known as singer in the Macedonia and Bosnia and Herzegovina where he issued his translation .	False
B_LOC I_LOC I_LOC I_LOC	Pokrzywnica , Wągrowiec County	False
O O O O O O O O O B_LOC O O B_LOC I_LOC O B_LOC I_LOC O B_LOC O B_LOC O	He travelled a lot during his career , to Paris , the United Kingdom , United States , Mexico and Jamaica .	False
O O O O O B_ORG I_ORG O	He was the founder of Advance Publications .	False
B_PER I_PER O B_PER I_PER	Lilla Barzó / Dalma Gálfi	False
O O O O B_LOC I_LOC O B_LOC I_LOC O O	It is found in New Guinea ( Fergusson Island ) .	False
O B_ORG I_ORG I_ORG O O O B_PER I_PER O O O O B_ORG I_ORG I_ORG O O O B_PER I_PER I_PER O	The Ontario Liberal Party , led by Mitchell Hepburn , defeated the governing Ontario Conservative Party , led by George Stewart Henry .	False
B_PER I_PER O B_PER I_PER	Sonu Nigam , Sowmya Raoh	False
O O O O O B_LOC I_LOC O	It is located within the Bergamo Alps .	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	Closer en:: The Best of Sarah McLachlan ''	False
O B_LOC O O O	• Jarčujak ( 836 )	False
B_LOC I_LOC I_LOC I_LOC	Morehouse Parish , Louisiana	False
B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC I_LOC O O	''We Are Not Alone '' ( StorySide en:: B album ) , 2007	False
O O B_PER I_PER O O O	`` — Merle Travis ( 1946 )	False
B_ORG I_ORG O B_PER I_PER O O O O O O O O O B_PER I_PER O B_PER I_PER O	Kimberly Po-Messerli and Nicole Pratt won in the final 6–3 , 6–1 , against Tina Križan and Katarina Srebotnik .	False
B_PER I_PER I_PER I_PER I_PER I_PER	Tony Parisi ( software developer )	False
B_LOC I_LOC I_LOC	Burlington , Ontario	False
B_LOC I_LOC O O O O	Grey-winged robin-chat , ''Cossypha polioptera ''	False
B_LOC I_LOC I_LOC I_LOC I_LOC	South Cle Elum , Washington	False
B_LOC I_LOC O B_LOC I_LOC	Blenika Peak , Sentinel Range	False
O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O O B_ORG O O B_LOC O O O O O O O O	In 1920 he was elected to the New South Wales Legislative Assembly as a Labor member for Wollondilly , but he was defeated in 1922 .	False
O O B_ORG O B_LOC O O	' '' Pavilions , Plymouth '' '	False
O B_ORG I_ORG I_ORG O O B_PER I_PER	'' The Jean Genie '' – David Bowie	False
B_PER I_PER O O O	Jakub Wilk ( 2012 )	False
B_ORG I_ORG I_ORG O O O O	Space Sheriff Gavan , 42 episodes 1982-3	False
B_PER I_PER I_PER I_PER I_PER	Park So-yeon ( singer )	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O O O	What Am I Gon na Do About You '' ( 1986 )	False
B_PER I_PER I_PER	Gérard de Lally-Tollendal	False
O O O O O B_LOC I_LOC O O O O O O O O O	As a result , the Jura area became the first one to use the material .	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	National Movement for Stability and Progress	False
O O O B_PER I_PER O B_PER I_PER O O	Speculated names of Prithviraj Sukumaran and Dulquer Salmaan surfaced .	False
B_PER I_PER O B_PER I_PER O O O O	Paul Johansson as Dan Scott ( 20 episodes )	False
O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG	en:: This concert was a part of Houston Livestock Show and Rodeo	False
B_PER I_PER I_PER I_PER	Betty Mae Tiger Jumper	False
O O O O B_ORG O B_ORG O B_ORG O	It also cooperates with Elpida , Micron and Samsung .	False
B_PER I_PER I_PER I_PER I_PER	John Patten ( representative )	False
B_LOC I_LOC I_LOC	Lacs de Clairvaux	False
O O O O O B_LOC O O O	Priests at the [[Sigd in Jerusalem , 2011 .	False
O B_ORG I_ORG I_ORG O O O O O O O O	Its population growth rate over the decade 2001–2011 was 11.91 % .	False
O O O O O O O O O O B_LOC I_LOC O	Classes are also held in other cities , such as Las Vegas .	False
O O B_ORG O O O O O B_PER I_PER	** '' Hideyoshi '' ( 1996 ) – Saitō Toshimitsu	False
B_PER I_PER O O O O	Laurence Perrine , author and professor	False
B_PER B_PER I_PER O O	Zsa Zsa Gabor as Talleah	False
B_ORG I_ORG I_ORG I_ORG	Rare ( company )	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	Los Angeles County Flood Control Dist. v. Natural Resources Defense Council , Inc . ''	False
B_LOC I_LOC I_LOC	Districts of Espoo	False
B_ORG I_ORG O O O	Hamilton tariff ( 1789 )	False
B_ORG O O O O O O O	Anagaire ( 2,138 ) ( 55 % )	False
B_PER I_PER I_PER I_PER I_PER	Ronan Queiroz de Paula Afonso	False
O O O O O O O O O O B_PER I_PER O O O O O	Two years later , he was offered the position by Theodore Roosevelt , but he declined .	False
B_ORG I_ORG I_ORG I_ORG O O B_ORG I_ORG I_ORG O	No Limit Top Dogg '' and Trapped in Crime ''	False
O O O O B_LOC I_LOC I_LOC O	It empties into the Medicine Bow River .	False
