labels	text	cls
O O O B_LOC O O O B_ORG O O O O B_LOC O	Er eroberte 1625 Dorpat und war dann Oberbefehlshaber der schwedisch-finnischen Truppen in Livland .	False
O O O O O O B_PER I_PER I_PER O B_PER I_PER I_PER O O	Aus der Familie gingen die Päpste Sixtus IV . und Julius II . hervor .	False
O O B_LOC I_LOC I_LOC O O O O	** Der Nationalpark Kaeng Krachan ist der 28 .	False
B_PER I_PER I_PER	Nicholas Vachel Lindsay	False
O B_ORG I_ORG O O	dem Deutschen Künstlerbund oder dem	False
O O B_ORG O O	' '' Mataram '' '	False
B_ORG I_ORG I_ORG I_ORG O	The Word Is Live ''	False
O O O O O B_PER I_PER O B_PER I_PER O O O O O	Das Finale im Einzel gewann Steffi Graf gegen Helena Suková mit de:6:3 und de:6:2 .	False
O O O O O O O O O O B_ORG O O O O	In den 1990er Jahren war sie außerdem in der Serie Wildbach '' zu sehen .	False
O O O O B_PER I_PER O B_LOC O	Anschliessend studierte er bei Luciano Berio in Rom .	False
O O B_LOC O O	' '' Panama '' '	False
O O O O O O O B_PER I_PER O	Seinen Kosenamen „Jimmy“ verdankt er seinem Nachwuchstrainer Karl Brauneder .	False
O O O O O B_ORG I_ORG O O O	Bei seinem Debüt in der österreichischen Bundesliga am 2 .	False
O O B_LOC I_LOC O O O O	In der Volksrepublik China wurde am 31 .	False
O B_LOC O O O O O O	Die DHB-Auswahl belegte am Ende den 10 .	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Jammu and Kashmir People’s Democratic Party	False
B_LOC I_LOC I_LOC I_LOC	Texarkana ( Texas )	False
O B_LOC O O O O	Bedeutende französische Schlossparke gehören z .	False
O O O O O O B_PER	Der ursprüngliche Name der Straße war Gneisenaustraße	False
O O O B_ORG I_ORG	1975 / 76 Omonia Nikosia	False
O O B_PER O B_PER I_PER I_PER O O O	Jahrhunderts wie Hadewijch , Beatrijs von Nazareth und anderen .	False
B_ORG I_ORG I_ORG O B_LOC	Clariant Produkte AG , Muttenz	False
O O B_LOC O O	' '' Nigeria '' '	False
O O O O O O B_ORG I_ORG O O O O O O O O O B_LOC I_LOC O O B_ORG O O O O O O O	Im Jahr 2000 beendete er beim FC Gap , wo er ebenso wie in seinem Jahr auf La Réunion bereits als Spielertrainer arbeitete , seine Zeit als Spieler .	False
O O B_LOC O O B_LOC O B_PER I_PER O O O O O O O O O O O O O O O O O O O O O	Sowohl der Iran als auch Venezuela unter Hugo Chávez , der ein besonders lautstarker Befürworter des Wechsels war , äußerten sich in der Folge zustimmend zu einer solchen Umstellung .	False
O O O O O O O O B_LOC O	Danach wohnte er bis zu seinem Tod in Unkel .	False
O O O O O O O O O O O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O O	Doch eine schwere Verletzung kostete ihn fast ein Jahr und er konnte nur 36 Spiele in der Regulären Saison 1985 / 86 bestreiten .	False
B_PER I_PER O O O O O O	Uwe Seeler – 21 Einsätze in 4 Turnieren	False
B_PER I_PER I_PER	Jakob Davidowitsch Tamarkin	False
B_PER I_PER O B_PER I_PER	Lajos Portisch , Eugenio Torre	False
O O O O O B_ORG I_ORG O	1995 wechselte er zum Ligakonkurrenten Alemannia Aachen .	False
O O O O O O O B_PER I_PER I_PER O O O O O O O O O O	Im Viertelfinale spielte er dann erneut gegen Raymond van Barneveld , verlor aber erneut , dieses Mal mit de:0:4 .	False
O O O O O O O B_ORG O	Die Anlage ist im Besitz des Energieversorgers Repower .	False
B_ORG O O O O O O	2007 - ' '' Halbfinale '' '	False
O O O O O O O O O B_PER I_PER O O	Auf letzterem Gebiet ist seine Bedeutung mit der von Ernst Pepping vergleichbar .	False
O O B_LOC O O	' '' Adschman '' '	False
O B_ORG I_ORG I_ORG I_ORG I_ORG	WEITERLEITUNG FC Iserlohn 46 / 49	False
O O O B_ORG O O O	Er war im US-Repräsentantenhaus vom 4 .	False
O O O O O O O B_ORG I_ORG I_ORG I_ORG O	Die Mannschaft spielte mehrere Spielzeiten in der zweithöchsten Spielklasse des Landes .	False
O O O O O B_ORG I_ORG I_ORG I_ORG O	Der Verein spielt in der Regional League Division 2 .	False
B_PER I_PER I_PER	Witali Sergejewitsch Anikejenko	False
O B_ORG I_ORG O B_LOC O	die Porta Nigra in Trier ,	False
B_PER I_PER O O	Dietz-Otto Edzard u.a .	False
O O O B_LOC O O	*** ' '' Berg '' '	False
O O O O O O O B_ORG O O	Teile der alten Außenmauern wurden zu einem Atrium umgestaltet .	False
O O O O O B_PER I_PER O B_PER I_PER O	In den Hauptrollen sieht man Franco Nero und Vanessa Redgrave .	False
B_LOC O B_ORG I_ORG	Zürich , Tram-Museum Zürich	False
B_PER I_PER I_PER	Honorius IV .	False
B_ORG I_ORG I_ORG I_ORG	Rochusclub Dusseldorfer Tennis Club	False
O O O O O B_ORG I_ORG O O B_ORG I_ORG I_ORG O	Seit 2014 spielt er für Athletic Bilbao in der spanischen ersten Liga .	False
O O B_PER O O	' '' Tennessee '' '	False
O O B_ORG I_ORG I_ORG O	Vereinspräsident des FC Schalke 04 .	False
O O O O B_ORG	Damit erhält man durch Polynomdivision	False
O O O B_PER I_PER O	Die Hauptrolle spielt Lisa Martinek .	False
B_PER I_PER I_PER	Christian Franz Paullini	False
O B_PER I_PER I_PER	WEITERLEITUNG Olesja Anatoljewna Kurotschkina	False
O O O O B_PER I_PER O	Auf ihr spielte auch Albert Schweitzer .	False
O O B_LOC O O O O	Die Stadt Kaliningrad wurde am 29 .	False
O O O B_ORG I_ORG I_ORG O O O O O O O	Die ' '' Coupe de France 2010 '' ' ist die 19 .	False
B_PER I_PER O B_PER I_PER	Mohammad Ahsan / Bona Septano	False
O O O O O O B_ORG I_ORG O O	Fortgeschrittene Schüler seien demnach selber zu übersinnlichen Wahrnehmungen imstande .	False
O O O O O B_ORG O	Viele Orte sind staatlich anerkannte Erholungsorte .	False
O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O	jur. , daneben besuchte er die Akademie der bildenden Künste Wien .	False
B_ORG I_ORG I_ORG I_ORG	Victoria and Albert Museum	False
O O B_LOC O O	' '' Illmitz '' '	False
O O O B_PER I_PER O	''Laberinto '' von Xavier Montsalvatge ;	False
O B_LOC O O O O B_LOC O O O O B_LOC I_LOC I_LOC O	In Brasilien erforschte er vor allem Bahia sowie das Gebiet um Rio de Janeiro .	False
O O B_LOC O	''412 '' Waxweiler ;	False
B_LOC O B_LOC O	Düsseldorf / Deutschland .	False
B_ORG I_ORG I_ORG	Neue Partei Japan	False
O O B_PER O O	' '' China '' '	False
O B_ORG I_ORG I_ORG	WEITERLEITUNG UBC Güssing Knights	False
O O O O O O O B_PER I_PER O O O O O O	'' , mit der er das von Ross Robinson produzierte Album ''Persona '' aufnahm .	False
O O O O O O B_ORG I_ORG I_ORG I_ORG O O O O O O O O O O	Sie trat hauptsächlich bei Turnieren des ITF Women 's Circuit an , auf denen sie 20 Einzeltitel feiern konnte .	False
O O B_ORG I_ORG O O	' '' Ħamrun Spartans '' '	False
O O B_PER I_PER O O	' '' Alejandro Valverde '' '	False
O O O O B_LOC O	Sie lebte zuletzt in München-Solln .	False
O O O B_ORG I_ORG O	''→ siehe Hauptartikel Palais Coburg ''	False
B_ORG I_ORG I_ORG I_ORG I_ORG O	My Heart Will Go On ''	False
O O O O O O O O O O O O O O O O O O O O O B_LOC O O O	Nachgewiesen ist ''Diabolotherium '' mit mehreren Fossilresten bestehend aus Teilen des Schädels und des Körperskelettes , die weitgehend im westlichen Teil Südamerikas gefunden wurden .	False
O O B_LOC O O	' '' Korea '' '	False
O O O O O O O O O B_ORG O	In der Industrie absolvierte er überdies ein Praktikum bei Siemens .	False
O O O O O B_PER I_PER I_PER B_ORG O	Trotz der anhaltenden Konflikte blieb Heinrich von Brentano Außenminister .	False
B_ORG I_ORG I_ORG O O O	Wayne State UP 2004 ISBN 0-8143-3087-8	False
B_LOC I_LOC I_LOC I_LOC	Olešná ( Slowakei )	False
O O B_ORG O O	' '' Diyarbakırspor '' '	False
O O O O O O O O O O B_ORG I_ORG I_ORG I_ORG O	Zwischen 2009 und 2012 saß sie als Abgeordnete in der New York State Assembly .	False
O O O O B_ORG O O O	'' Übersetzung von der Zeit , 23 .	False
O O B_LOC O O	' '' Vietnam '' '	False
O O B_PER I_PER O	ZK-Plenum von Walter Ulbricht .	False
O O O O O O O O O O O O O B_PER I_PER O	Es folgte von 1997 bis 2002 eine Zeit als Assistent bei der Bundesverfassungsrichterin Gertrude Lübbe-Wolff .	False
O O O O O O B_PER I_PER O O O O O O O O O O O B_PER I_PER O O O O O	Zwei Kilometer vor dem Ziel griff Roman Kreuziger an , gab seinen Angriff aber auf , als sein Teamkapitän Ivan Basso nicht mehr folgen konnte .	False
O O O O O B_ORG I_ORG O	1945 erfolgte der Einmarsch der Roten Armee .	False
O O O O O O O O O O O O B_ORG O O O	Dabei wird der sequenziell gelesene Befehlsstrom zeitweise während des Bearbeitens in der Pipeline semantikerhaltend umgeordnet .	False
O O B_ORG I_ORG O O	' '' Gryf Wejherowo '' '	False
O O O B_LOC I_LOC O O	*** ' '' Abtei Stablo-Malmedy '' '	False
O B_PER I_PER I_PER O O O O O O O O	Mit Old Tom Morris , einem ebenso legendären Spieler des 19 .	False
O O B_LOC O O O O O O O O O O O O	Der nächsthöhere Fichtelberg befindet sich in südwestlicher Richtung in einer Entfernung von 1.800 Metern .	False
O O O O O O O B_LOC O O O O O O O O	In den 1970er Jahren wurden die Dörfer Vanak '' und ''Schemiran '' der Stadt einverleibt .	False
O B_ORG O O O O O O O O O	Die Gradiente steigt nach Osten hin um 11,5 Promille an .	False
O O O O B_ORG I_ORG O B_LOC O O	Die Heirat fand auf Schloss Friedenstein in Gotha statt .	False
O O O O B_PER I_PER O O O O	Neu hinzu kam mit Burke Henry ein EBEL-erfahrener Verteidiger .	False
O B_ORG I_ORG O B_LOC	1844–1849 St. Bonifatius in Wiesbaden	False
O O O O B_PER I_PER O O O O O O B_ORG O O O O	Er war Schüler des Rabbi Akiba , beteiligt an der Wiedererrichtung des Sanhedrins nach dem Ende der	False
B_ORG O O O O O	SPD 27,8 % – 3 Sitze	False
O B_PER I_PER I_PER I_PER I_PER I_PER	WEITERLEITUNG Georg VI. ( Vereinigtes Königreich )	False
O O B_ORG I_ORG O O O O O O	kicker-Archiv der Bayerischen Staatsbibliothek , teilweise online verfügbar auf historical-lineups.com	False
O O O O O O B_PER I_PER O	Er ist der Vater des Schriftstellers Tomas Venclova .	False
B_PER I_PER O O O	Harry Griesbeck , u.a .	False
O O O O O B_LOC I_LOC I_LOC O	Er wohnt und lebt in Hofheim am Taunus .	False
O O O O O O O O O O O O O B_ORG I_ORG O O O O O	Sie fuhren beide in der Spitzengruppe , als sie von einem Begleitfahrzeug von France Télévisions zu Fall gebracht wurden .	False
B_PER O O O O O O	Pausanias 6 , 21 , 9–11 .	False
O O O B_PER I_PER O O O O O O B_PER I_PER O O O O	Sein Vater bat Edward Kennedy um Unterstützung , während seine Mutter João Havelange um Hilfe bat .	False
O O B_LOC O O O	HR-Zd = Zagreb , Dominikanski samostan	False
O O O O O B_ORG O O O O O O O O	Der Fundort war ungefähr 550 Schritt nordöstlich des Ortes auf einem abgeernteten Kartoffelfeld .	False
B_PER I_PER I_PER O O O B_ORG I_ORG I_ORG I_ORG I_ORG O O	James A. Michener war 1936–1941 am Colorado State College of Education tätig .	False
O O O O O O O O O O O O O O O O B_PER I_PER I_PER I_PER I_PER I_PER O	Nachdem er schon länger erkrankt war , wartete er zum Ende seiner Amtszeit auf seinen Nachfolger Francisco López de Zúñiga y Meneses .	False
O O O O O O O O O O O O O B_ORG I_ORG O O	Er war aufgrund des hohen Reisendenaufkommens fünf Minuten verspätet um de:9:30 Uhr vom Bahnhof Kyōto abgefahren .	False
O O O O O B_PER I_PER O O O O O O O O O	Ihre Finalgegnerin war die Österreicherin Judith Wiesner-Floimair , die sie mit de:6:3 , de:6:1 besiegte .	False
O O O O O O O O O B_PER I_PER O	gefördert , darunter auch so erfolgreiche wie der berühmte Matti Salminen .	False
B_PER I_PER O O	Jørgen Løvland , 1907–1908	False
O O B_LOC O O	' '' Belgien '' '	False
O O B_ORG O O O O O O O	Jahrhunderts aufkommenden Friedensbewegung und brachte ihr keinerlei Beachtung entgegen .	False
O O O O O O O O O O O B_ORG O	Hier liegen außerdem mehrere größere , nur von Regenwasser gespeiste , Hochmoore .	False
B_LOC I_LOC I_LOC I_LOC	Pommiers ( Loire )	False
O O O O O O B_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O O O	Nach Angaben einer Verlagssprecherin gegenüber dem Neuen Deutschland '' wird der Verlag Schöningh das Buch nach dem Gerichtsurteil nicht weiter verbreiten , da sich „eine Überarbeitung [ ... ] nicht gelohnt [hätte]“ .	False
O O O O O O O B_PER I_PER O B_PER I_PER O O O O O O O O	Sie profitierte von der Disqualifikation der Rodlerinnen Anna-Maria Müller und Ortrun Enderlein , die beide vor ihr gelegen hatten .	False
O B_LOC O O O O O O O B_PER O O O	nach Susa mit dem Auftrag entsandt , denn Königsbruder Bardiya zu töten .	False
O O B_LOC I_LOC O O O O O O O O O O	In der Sozialistischen Jugend blieben ihre Persönlichkeit und ihr Wirken lange in Erinnerung .	False
O O B_LOC I_LOC O O	' '' Fränkisches Reich '' '	False
O O O O O O O O O B_ORG	eine Mühle zur Zerkleinerung von pflanzlichen Gerbmitteln , siehe Lohmühle	False
O O O O B_ORG I_ORG O O O O B_LOC O O O O B_LOC I_LOC O O O	Er erstreckt sich vom Dedham Vale an der Grenze zu Suffolk im Norden bis nach Mersea Island im Süden .	False
O O B_LOC O O	' '' Polen '' '	False
B_PER O O O O O O O O O O O	Nikolaus aus der Zeit um 1505 gilt als seine eigene Arbeit .	False
O O B_PER I_PER O O	' '' Salvatore Commesso '' '	False
O O O O B_LOC O O O	''U 511 '' verließ Kiel am 16 .	False
O O O O O O O O O O O O O O O O O O O B_LOC O O O O	Diese lag gegenüber der heutigen Zuschauertribüne und wurde , ''als gewaltige Anlage mit einem Turmanlauf nach dem Muster des Holmenkollbakken '' , beschrieben .	False
O O O O O B_ORG O O	Darin enthalten ist die sogenannte Brenzbahnklausel '' .	False
O B_ORG I_ORG I_ORG I_ORG	WEITERLEITUNG International Sport Karate Association	False
O O O O O B_LOC O O B_ORG I_ORG O	Die L 844 beginnt in Nottuln an der A 43 .	False
O B_PER I_PER I_PER I_PER I_PER	WEITERLEITUNG Ernest Marples , Baron Marples	False
O O B_ORG I_ORG O O	' '' FC Kufstein '' '	False
B_PER I_PER I_PER	Kirill Sergejewitsch Tulupow	False
O O B_PER O O O O O	Im Jahr 1999 gewann sie das Endspiel .	False
O O O B_LOC I_LOC O O	** ' '' San Marino '' '	False
O O O O B_LOC I_LOC O O B_LOC B_LOC I_LOC O	2.000 Einwohnern an der Danziger Bucht in der polnischen Woiwodschaft Pommern .	False
O O B_LOC I_LOC O O	' '' Buenos Aires '' '	False
O O O O O O B_LOC O	Es liegt im nordöstlichen Bereich von Gevelsberg .	False
O O O O O B_LOC O O O	Große Streckenlokomotiven mussten in die DDR importiert werden .	False
O B_ORG I_ORG I_ORG O O O O O O O O O	Für Chip Ganassi Racing trat er zu zwei Rennen auf Straßenkursen an .	False
B_PER I_PER O O B_ORG I_ORG I_ORG O O O O O O O O O O O	Kobe Bryant von den Los Angeles Lakers wechselte nach zehn Jahren mit der Rückennummer 8 zur 24 .	False
O O O O O O O O B_LOC O O	Dann wurde sie zu ihrem gegenwärtigen Liegeplatz in Portsmouth geschleppt .	False
O O O B_LOC I_LOC I_LOC I_LOC I_LOC O	Die Hauptstadt ist Santa Cruz de la Sierra .	False
O O B_PER I_PER O O	' '' Yekta Kurtuluş '' '	False
O B_LOC I_LOC O O O	im Großherzogtum Baden am 10 .	False
B_PER I_PER I_PER	Ludwig Ingwer Nommensen	False
B_PER I_PER I_PER I_PER	Benigno Aquino III .	False
O O O O B_LOC O O	Zurzeit ist er in Südafrika tätig .	False
O O O O O B_LOC I_LOC I_LOC O O	Platz im vorletzten Rennen in Moos in Passeier war .	False
O O O O O O O B_LOC O B_LOC O	Er befindet sich auf halbem Weg zwischen Thury-Harcourt und Écouché .	False
O O O B_PER I_PER O	Mehrfach erwähnte er Willy Brandt .	False
O O B_LOC O O	' '' Seleukidenreich '' '	False
O O O O O O O O O B_PER I_PER O O	Nach Skizzen des Königs wurde sie von seinem Architekten Ludwig Persius gebaut .	False
O B_ORG I_ORG I_ORG O O O O O O O O	Der Allgemeine Deutsche Fahrrad-Club spricht von einem Umsatz von 5 Mrd .	False
B_LOC O B_LOC O O O	Manizales , Kolumbien , seit 1998	False
B_PER I_PER I_PER O	Franz Josef Strauß .	False
O O O O O O O O B_ORG	Es scheint dem Kritiker mit dieser neuen Leistung nationalpreiswürdig.“	False
O O B_ORG I_ORG O O O O O O O O O O O O O O	Die frühere Deutsche Fortschrittspartei hatte daher einen Diätenfonds gebildet , aus welchem einzelne Abgeordnete solche Entschädigungen erhielten .	False
O O B_PER I_PER O O O O O O O O O O O O O O O O O O O O O	Allerdings erreichte Jaime Oncins beim Einzelbewerb beide Male das Finale und gewann auch die letzte Austragung ; er ist gleichzeitig der einzige einheimische Sieger .	False
O O O O B_ORG O	Der erste Stationierungsort war Malaya .	False
O O B_PER I_PER O O	' '' Egoi Martínez '' '	False
O O O O B_LOC O O O O O O	Anschließend wurde sie in Bristol zur Säuglingspflegerin und Kindergärtnerin ausgebildet .	False
B_PER I_PER I_PER	Ramona Nicole Mănescu	False
O B_ORG I_ORG O	'' Bezirk Leipzig ''	False
O O O O O O O O O O O B_ORG I_ORG I_ORG O O O	In einer kleinen Nische oberhalb des Portals ist eine Darstellung der Heiligen Drei Könige zu sehen .	False
B_PER I_PER I_PER I_PER O B_PER I_PER	Gerard Bosch van Drakestein / Maurice Peeters	False
O O O O O O O B_LOC O O O O O B_LOC O	Die westliche und südliche Gemeindegrenze bildet der Oglio , die östliche Gemeindegrenze der Chiese .	False
O O O O O O O O O O O O B_ORG O	Gesellschafterin des heutigen Krankenhauses , das 1973 eröffnet wurde , ist die Robert-Bosch-Stiftung .	False
O O O B_ORG O O	*** ' '' Brabant '' '	False
O O B_LOC O O	' '' Japan '' '	False
O O O O O O O B_LOC O B_LOC O	Über dem Gipfel verläuft die Gemeindegrenze zwischen Davos und S-chanf .	False
O O O O O O O B_LOC O O O B_LOC O	Er umfasste den westlichen Teil des Kantonshauptorts Thonon-les-Bains und acht weitere Gemeinden .	False
O O O O O B_LOC O	Sie verlegte ihren Betriebssitz nach Hürth .	False
O O B_ORG I_ORG	2011 - Kunsthalle Wien	False
O O O B_PER O O	** ' '' Kurfürstentümer '' '	False
O B_PER I_PER I_PER	WEITERLEITUNG Ali Ghaleb Himmat	False
O O O O O O O O O O B_PER I_PER I_PER O	Sehenswert ist der auf das Jahr 1503 datierte Marienaltar vom Meister des Bützow-Altars .	False
O O O B_LOC O O	** ' '' Kirchenstaat '' '	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	National Register of Historic Places in Illinois	False
B_PER I_PER I_PER O O O O	David I . und seine beiden Frauen	False
O B_PER I_PER I_PER	Weiterleitung Mihály Csokonai Vitéz	False
O O O B_PER I_PER I_PER O B_PER I_PER O B_PER I_PER O	Zu ihnen gehörten Elio de Angelis , Johnny Cecotto und Michele Alboreto .	False
B_PER I_PER I_PER B_PER I_PER I_PER	Donald C. Hume Raymond M. White	False
O O O B_PER I_PER I_PER O	Ihr Bruder ist Carl XVI. Gustaf .	False
O O B_LOC O O O O O B_LOC O	Platz belegte China , auf Platz 3 kam Georgien .	False
O O O B_LOC O O	** ' '' Genua '' '	False
O B_PER I_PER I_PER	WEITERLEITUNG Joseph von Hormayr	False
O B_PER I_PER I_PER	WEITERLEITUNG Abū Dschaʿfar at-Tūsī	False
O O O O O O O O O O O O O O O O O B_ORG I_ORG O O O O O	In den Spielzeiten 2009 / 10 bis einschließlich 2012 / 13 absolvierte er 59 Begegnungen in der Primera División und erzielte zwei Treffer .	False
O O O O O B_PER I_PER O	Weiterhin ist er der Halbbruder Rudolf-August Oetkers .	False
O O O B_PER O O O O O O O O O O O O O O O	Dem widersetzte sich Hitler jedoch und genehmigte lediglich die Anlage von frontnahen Auffangstellungen wenige Kilometer hinter der Frontlinie .	False
B_PER I_PER O O O	William Wright , seit 2011	False
O B_ORG I_ORG I_ORG I_ORG	2013 NHL Second All-Star Team	False
B_PER I_PER O B_PER I_PER O B_PER I_PER	Burt Lancaster , Tony Curtis , Gina Lollobrigida	False
O B_LOC I_LOC I_LOC I_LOC O O O O O O O O O B_ORG O O B_ORG I_ORG O	In Washington , D.C . wurden diverse Gebäude kurzzeitig evakuiert , unter anderen das Kapitol und das Weiße Haus .	False
O O B_ORG I_ORG O O O O	in der Kunsthalle Bielefeld zu sehen waren .	False
O O O O O O O O O B_PER I_PER O O	Gelegentlich trat er auch im Duo mit seinem Freund Alirio Díaz auf .	False
O O O O O O O B_LOC O B_LOC O B_LOC O B_LOC O B_LOC O O B_LOC O	Das Verbreitungsgebiet des Andersen-Fruchtvampirs erstreckt sich auf Kolumbien , Brasilien , Bolivien , Peru , Ecuador und auf Französisch-Guayana .	False
B_PER I_PER O O O O	Stefano Garzelli , 2 P .	False
B_LOC O B_LOC O O	Paris , Frankreich seit 1987	False
O O B_LOC O O O O O O O O	600m hohe Gerichtsberg bildet den Beginn des Gölsentales im Osten .	False
B_PER I_PER O B_PER I_PER	Jennifer Goolsbee / Hendryk Schamberger	False
O O B_LOC O O	' '' Nikosia '' '	False
O O O O O O O O O O O O O B_LOC I_LOC O	Bestattet ist sie an der Seite ihres Ehemannes in der Bundespräsidentengruft auf dem Wiener Zentralfriedhof .	False
O O O O O O B_ORG O O O O O O O O O O O O O O O O	Von dieser wurde jedoch 1999 ein Klavierauszug wiederentdeckt , so dass die Jazz-Suite im Jahr 2000 in rekonstruierter Form aufgeführt werden konnte .	False
O O O B_PER I_PER O	Die Titelrolle spielt Ernst Reicher .	False
O O B_LOC O O	' '' Flensburg '' '	False
O O O O O O O B_PER I_PER O O O O O O O	Von der Normalschanze lag er punktgleich mit Max Bolkart am Ende auf dem den 37 .	False
O O B_PER I_PER O O	' '' Óscar Freire '' '	False
O O O O O O B_ORG O B_LOC O	Er war Gründungsmitglied und Leiter der FDJ in Paris .	False
B_LOC I_LOC I_LOC I_LOC	Pawlodar ( Gebiet )	False
B_LOC O O O	Beaufort im Süden ,	False
O O O O O O O O B_PER I_PER O O	Ab 1985 wirkte er in einigen Filmen von Herbert Achternbusch mit .	False
O O O O O B_ORG I_ORG I_ORG O O O O O O O O O O O O O O	Außerdem war er Trainer vom Nationalteam von Honduras bis 2004 , als er während der WM-Qualifikation aus unbekannten Gründen entlassen wurde .	False
B_PER I_PER I_PER	Sinowi Petrowitsch Roschestwenski	False
O O O O O B_ORG I_ORG I_ORG O O O O O O O O O O O	1995 wechselte er zum Lokalkonkurrenten SC Fortuna Köln , bei dem er nach Saisonende seine aktive Laufbahn beendete .	False
O O O O O O B_ORG O O	Im Südwestpavillon wurde später wahrscheinlich eine Fasanerie eingerichtet .	False
O O O O O B_LOC	''Spedaletto '' , Ortsteil von Pistoia	False
O O O O O O B_LOC O O O B_LOC I_LOC O	Sie liegt neun Kilometer südwestlich von Kunštát und gehört zum Okres Blansko .	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Die Prinzessin auf der Erbse“	False
B_PER I_PER O B_ORG I_ORG	Karl Malone , Utah Jazz	False
O O O O O O O B_LOC O O O O O B_LOC O O	Sie fließt in nordöstlicher Richtung weiter nach Gehren , wo sie in die Wohlrose mündet .	False
O O B_LOC O O	' '' Spiere-Helkijn '' '	False
O O O O O B_ORG I_ORG I_ORG I_ORG O	Ein Beleg dafür ist die Liste der unveröffentlichten ABBA-Songs .	False
O O O O O O O O O O O O B_PER I_PER I_PER O B_PER I_PER O O O	Der Name bezieht sich darauf , dass dieser Stil von den C-Erfindern Brian W. Kernighan und Dennis Ritchie definiert wurde .	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O	Now You’re Gone – The Album ''	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	Hochschule für Musik und Darstellende Kunst Frankfurt am Main	False
O O O O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O B_LOC O	Er besuchte die öffentlichen Schulen seiner Heimat und studierte am College of William & Mary in Williamsburg .	False
O O O O B_LOC O O	Sein Leichnam wurde nach Schottland überführt .	False
O B_PER I_PER I_PER	WEITERLEITUNG Nikolai Sergejewitsch Bachwalow	False
O B_LOC O O O O O O O O	Nach Illinois sind es 68 km in südlicher Richtung .	False
O O B_PER I_PER O O O O O	' '' Yannick Noah '' ' - ''Charango ''	False
B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O O	National Museum of the United States Air Force , ehem .	False
O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	WEITERLEITUNG Liste der Sprecher des Repräsentantenhauses der Vereinigten Staaten	False
B_PER I_PER I_PER	Maurice de Gandillac	False
O O O O O O B_PER I_PER O O O O	Der Verein geriet unter dem Trainer Walter Schachner in akute Abstiegsgefahr .	False
O O O O O O O O O B_LOC O B_LOC O	Vom Nordende sind es knapp 30 km bis nach Leer in Ostfriesland .	False
O B_PER I_PER I_PER	WEITERLEITUNG Sergei Walentinowitsch Pogorelow	False
O B_ORG I_ORG I_ORG I_ORG I_ORG	** Ungarische Revolution 1848 / 1849	False
O B_PER I_PER I_PER I_PER I_PER	Weiterleitung Louis-Charles Mahé de La Bourdonnais	False
O O O O B_LOC O O O O O O B_LOC O O	Durch die Nähe zu Belgien wurde 1990 zwischenzeitlich eine Zweigstellen in Eupen eröffnet .	False
O O O O O O O O O O O B_ORG O O O O O	Sie wurde von einem Verein gleichen Namens getragen und feierte einen konservativen Gottesdienst mit maßvollen Neuerungen .	False
O O O O O B_LOC O B_LOC I_LOC O	Er liegt nordwestlich der Stadt Fernie in British Columbia .	False
B_LOC I_LOC I_LOC	Piazza al Serchio	False
B_PER I_PER I_PER I_PER	José dos Santos Garcia	False
O O O O O O O B_PER I_PER O O O O O O	100 kg leichter und setzte sich mit Leo Kinnunen gegenüber der Konkurrenz erfolgreich durch .	False
O O O O B_ORG I_ORG O O O O O O	Die erste Single , Woman’s World '' , wurde am 18 .	False
O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O	Er war dann bis 1986 als Erziehungsberater an der Beratungsstelle für Eltern , Kinder und Jugendliche in Alsdorf tätig , seit 1979 als deren Leiter .	False
B_ORG I_ORG I_ORG I_ORG I_ORG	18. Infanterie-Division ( Wehrmacht )	False
O O O O O B_PER I_PER O O O O	Das Gebäude wurde vom Architekten James Freed mit 200 Mio .	False
O B_LOC O O O O O	An Hagenow fließt sie östlich vorbei .	False
B_ORG I_ORG I_ORG I_ORG I_ORG	Servizio ferroviario metropolitano di Torino	False
O O O O B_PER I_PER O B_PER I_PER O O	Auch trat er mit Ella Fitzgerald und Oscar Peterson auf .	False
O O O O O O O B_ORG I_ORG O B_ORG O	Er fungierte zudem auch als Chefsekretär der Heiligen Synode von Griechenland .	False
O O O O B_LOC O O O O O	Das Rennen ging von Argenteuil aus über 255 Kilometer .	False
O B_LOC O O O O O O O O O O O O O O O O O O O	Der Iran war an der Beschaffung von F-8IIM interessiert , das Muster wurde aber als unzureichend bewertet und nicht beschafft .	False
O O O O O O O O O O O O O O B_ORG O O O	Mit sechs Jahren erlebte er eine erste Hausdurchsuchung , bei der er von der Polizei verprügelt wurde .	False
O B_ORG I_ORG I_ORG	WEITERLEITUNG Satz von Bernstein-von-Mises	False
